id,term,ontoid,ontolabel,characterr,characterstate,source
1453,metatarsal,UBERON:0001448;,"metatarsal bone;",description,"backs metatarsals ii and iv posteroventrally , resulting in a t_shaped proximal profile",earlyevolutionofarchosaurs-1.xml_d107a7db-1608-4c0f-b272-f4b067f68939_ff10045c-d08d-4351-9ae8-6d89be9d283c.txt-0
1454,metatarsus,UBERON:0000983;,"metatarsus region;",character,"metatarsus , configuration :",earlyevolutionofarchosaurs-1.xml_42ce6be6-a2f1-4c70-b857-f8cc8866b671.txt-0
1455,metatarsus,UBERON:0000983;,"metatarsus region;",description,"compact metatarsus , with metatarsals ii_iv tightly bunched",earlyevolutionofarchosaurs-1.xml_42ce6be6-a2f1-4c70-b857-f8cc8866b671_b11a4aa2-a810-4e4f-9488-1eaaa7e594c1.txt-0
1456,metotic,,,character,"foramen or groove passing above and into the dorsal end of the metotic foramen :",earlyevolutionofarchosaurs-1.xml_2d69b136-9bd7-4f11-8cfa-71d07d74b60f.txt-0
1457,midline,UBERON:2000092;,axis;,description,"tapers anteriorly along the midline",earlyevolutionofarchosaurs-1.xml_023a0f9c-4932-4ae8-a7e2-bb80c8dfca71_c037bcc3-7256-415d-93e1-08bc0afa03c9.txt-0
1458,midline,UBERON:2000092;,axis;,description,"meet at the midline",earlyevolutionofarchosaurs-1.xml_028a09b0-0ce6-4638-a3f0-e18be4aedf1f_3381f576-db3f-4ea1-b66f-325ab52d33c0.txt-0
1459,midline,UBERON:2000092;,axis;,description,"do not meet at the midline",earlyevolutionofarchosaurs-1.xml_028a09b0-0ce6-4638-a3f0-e18be4aedf1f_3a9b2930-de99-46ee-8694-fd28eddf8efd.txt-0
1460,midline,UBERON:2000092;,axis;,description,"meet at the midline and expand anteriorly and posteriorly",earlyevolutionofarchosaurs-1.xml_028a09b0-0ce6-4638-a3f0-e18be4aedf1f_f19b0763-e4d5-4229-a3c4-7f3fddc56eeb.txt-0
1461,midline,UBERON:2000092;,axis;,description,"close to the midline",earlyevolutionofarchosaurs-1.xml_0c0008a0-2c10-47a4-b256-e4ea165ec5ed_9ca4083e-b270-4e5a-8a67-f8942eeb8700.txt-0
1462,midline,UBERON:2000092;,axis;,description,"midline gap between the distal ends",earlyevolutionofarchosaurs-1.xml_132c051d-10e8-44aa-aeaf-1452c88d6a1f_79994610-6951-45cf-9871-2229f59a6300.txt-0
1463,midline,UBERON:2000092;,axis;,description,"midline contact to the distal end",earlyevolutionofarchosaurs-1.xml_132c051d-10e8-44aa-aeaf-1452c88d6a1f_ea903dd8-1ac6-49a2-bfe9-a300984d0e3b.txt-0
1464,midline,UBERON:2000092;,axis;,character,"nasals , posterior portion at the midline :",earlyevolutionofarchosaurs-1.xml_25cfb746-bc52-4512-a80f-5bf0db5d0c3f.txt-0
1465,midline,UBERON:2000092;,axis;,description,"excluded from dorsal border of foramen magnum by mediodorsal midline contact between opposite exoccipitals",earlyevolutionofarchosaurs-1.xml_830712a8-c8be-4b69-8e2f-4b2dad591d85_506c890e-0e03-4c48-823d-372e50f0edc7.txt-0
1466,midline,UBERON:2000092;,axis;,description,"meet along the midline on the floor of the endocranial cavity",earlyevolutionofarchosaurs-1.xml_ea2e6253-a721-4574-b0e5-ac92bcaf9990_1fac547b-1e2b-49db-95ab-4e6c3ecc701a.txt-0
1467,midline,UBERON:2000092;,axis;,description,"do not meet along the midline on the floor of the endocranial cavity",earlyevolutionofarchosaurs-1.xml_ea2e6253-a721-4574-b0e5-ac92bcaf9990_5b723ac6-9494-4bc5-b0e3-ca27976bf209.txt-0
1468,midline,UBERON:2000092;,axis;,description,"with longitudinal ridge along midline",earlyevolutionofarchosaurs-1.xml_fd890195-c3d8-46f0-aafe-cc2530122e70_a5eda5fe-cb5d-48ce-963c-e90a3fbcc532.txt-0
1469,midline,UBERON:2000092;,axis;,description,"fused at midline",Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf_618b647e-1c9e-4836-8af8-a2269cba61d1.txt-0
1470,midline,UBERON:2000092;,axis;,description,"sutured at midline",Anderson_2007.xml_2c988789-d1a4-44f8-95e6-f663bd7246a6_c5191373-95a4-41bd-ae33-f2b8d6dc3e59.txt-0
1471,midline,UBERON:2000092;,axis;,description,"fused at midline",Anderson_2007.xml_2c988789-d1a4-44f8-95e6-f663bd7246a6_d243a423-eb4c-408f-9ec4-87612dfc17fa.txt-0
1472,midline,UBERON:2000092;,axis;,character,"entopterygoids meeting in midline",Swartz_2012.xml_3ef6f0ea-6082-40fa-9ebe-5e47a645771a.txt-0
1473,midline,UBERON:2000092;,axis;,description,"strong midline ridge but shallow pits",Swartz_2012.xml_50964d16-9759-4850-947f-591ddbe8bc28_12a24957-ddd4-43d1-8066-4ef316291686.txt-0
1474,midline,UBERON:2000092;,axis;,character,"anterior wall of vomer bears tooth row meeting in midline",Swartz_2012.xml_9e3a7c48-71ef-4ea1-857c-c0796f394023.txt-0
1475,midshaft,,,description,"expanded more than twice the width of the midshaft of the humerus",earlyevolutionofarchosaurs-1.xml_bfc965fa-30b7-44b6-a063-27e45a7d5d93_3e73e1a2-8af4-432f-8012-57f40aeaf053.txt-0
1476,midshaft,,,description,"expanded less than twice the width of the midshaft of the humerus",earlyevolutionofarchosaurs-1.xml_bfc965fa-30b7-44b6-a063-27e45a7d5d93_41410c1b-3f6b-4d4e-a923-b350b449be93.txt-0
1477,midshaft,,,character,"metatarsals , midshaft diameters :",earlyevolutionofarchosaurs-1.xml_c1d5cbed-31f1-4753-a6e9-5bcdc3612c18.txt-0
1478,mid-dorsal,,,description,"shorter or the same length as the mid_dorsal",earlyevolutionofarchosaurs-1.xml_b90c6f58-1e03-456b-83ad-981be2b05cf3_178ab759-423a-4af5-b550-6e03ab6fc963.txt-0
1479,mid-dorsal,,,description,"longer than mid_dorsal",earlyevolutionofarchosaurs-1.xml_b90c6f58-1e03-456b-83ad-981be2b05cf3_895f05f9-30a5-4bb5-bbba-e1c8ceaa9d86.txt-0
1480,mid-region,,,description,"offset distally toward the proximodistal mid_region of anterior margin of humerus",Swartz_2012.xml_c7f18132-1097-4825-bdc2-c7cc71e1ad2b_3eda10cf-1d72-4f75-b9f2-38d4b9a4f874.txt-0
1481,mid-shaft,,,character,"metatarsal ii mid_shaft diameter :",earlyevolutionofarchosaurs-1.xml_098d30ce-0577-4ae4-9116-e07321e457d1.txt-0
1482,mid-shaft,,,description,"more than the average mid_shaft diameter of metatarsal i_iv",earlyevolutionofarchosaurs-1.xml_098d30ce-0577-4ae4-9116-e07321e457d1_7f58c7fe-6342-48e1-a419-38560a50d13b.txt-0
1483,mid-shaft,,,description,"less than or equal to the average of mid_shaft diameter of metatarsal i_iv",earlyevolutionofarchosaurs-1.xml_098d30ce-0577-4ae4-9116-e07321e457d1_9970e2f6-18fb-4ec7-b5cb-6fe446989d83.txt-0
1484,mid-shaft,,,character,"femur , bone wall thickness at or near mid_shaft :",earlyevolutionofarchosaurs-1.xml_09f359b8-1ced-4f14-b51a-e28068e57b2c.txt-0
1485,mid-shaft,,,character,"calcaneum , calcaneal tuber , shaft proportions at the mid_shaft of the tuber :",earlyevolutionofarchosaurs-1.xml_501db4df-b68f-47ed-bebd-7d99bcfe186a.txt-0
1486,mid-shaft,,,description,"nearly the same mid_shaft diameter as metatarsal iii",earlyevolutionofarchosaurs-1.xml_5043ceb0-4c36-4c72-9b19-2c8214fbaa93_3ea12a29-d874-470b-9b3f-fd4a4499bc10.txt-0
1487,mid-shaft,,,description,"reduced where the mid_shaft diameter is less than metatarsal iii",earlyevolutionofarchosaurs-1.xml_5043ceb0-4c36-4c72-9b19-2c8214fbaa93_e1d3c05d-7ce8-42b7-bb5c-74cc80194d24.txt-0
1488,mouth,TAO:0000547,mouth,character,"subterminal mouth",Swartz_2012.xml_1a3804b9-b978-49ea-987b-e8053206f0f1.txt-0
1489,mouth,TAO:0000547,mouth,description,"edge of mouth",Swartz_2012.xml_e657c882-2075-4d30-9c17-2853f7928b6c_b7f8c813-f279-4e46-a082-221d0e159c7b.txt-0
1490,muscle,TAO:0005145,muscle,description,"short , cylindrical leading edge , with no muscle scars",Swartz_2012.xml_773da7c4-2768-40e8-a295-33d5026d87b4_d3b907dc-6693-4214-9e62-5dd539325ef9.txt-0
1491,muscle,TAO:0005145,muscle,description,"enlarged , sharp leading edge , with areas for muscle attachments",Swartz_2012.xml_773da7c4-2768-40e8-a295-33d5026d87b4_d824515e-55cd-4638-b60c-c6e895c520da.txt-0
1492,naris,UBERON:0000003;,naris;,character,"external nares , position :",earlyevolutionofarchosaurs-1.xml_5c48e321-e826-4c04-aab0-424784ca168b.txt-0
1493,naris,UBERON:0000003;,naris;,description,"non_terminal , posterior rim of nares behind anterior rim of antorbital fenestra",earlyevolutionofarchosaurs-1.xml_5c48e321-e826-4c04-aab0-424784ca168b_97f3d585-8aa1-499e-b486-fda4ac4f6fba.txt-0
1494,naris,UBERON:0000003;,naris;,description,"non_terminal , posterior rim of nares in front of anterior rim of antorbital fenestra",earlyevolutionofarchosaurs-1.xml_5c48e321-e826-4c04-aab0-424784ca168b_ce1d3831-d844-4283-b7bf-a9cfb46928f5.txt-0
1495,naris,UBERON:0000003;,naris;,character,"internal nares",Anderson_2007.xml_0449c92b-fca2-4d27-8260-cc9b53a6b242.txt-0
1496,naris,UBERON:0000003;,naris;,description,"borders the external naris",earlyevolutionofarchosaurs-1.xml_66d485c6-deaf-4945-b602-bda55b160077_bf3366b4-2c91-48ac-a788-236d304eabfb.txt-0
1497,naris,UBERON:0000003;,naris;,description,"separated from the external naris by the premaxilla",earlyevolutionofarchosaurs-1.xml_66d485c6-deaf-4945-b602-bda55b160077_fb64476d-c912-46f6-b412-22c59bfd5a5f.txt-0
1498,naris,UBERON:0000003;,naris;,character,"external naris , directed :",earlyevolutionofarchosaurs-1.xml_ad3e27e3-97de-4a56-b85e-14bcf3ef6cd1.txt-0
1499,naris,UBERON:0000003;,naris;,description,"expanded in the anteroventral corner of the naris",earlyevolutionofarchosaurs-1.xml_ad5cd278-9738-4a08-9cb6-9681040d07b5_efdab2de-862c-4768-a8f8-787778202676.txt-0
1500,naris,UBERON:0000003;,naris;,description,"restricted to the ventral border of the external naris",earlyevolutionofarchosaurs-1.xml_cdadfb57-7649-4a43-a72d-f27acc014c34_1efbe36e-dbbb-4de6-adeb-bccfe56efee5.txt-0
1501,naris,UBERON:0000003;,naris;,description,"extends posteriorly to the external naris",earlyevolutionofarchosaurs-1.xml_cdadfb57-7649-4a43-a72d-f27acc014c34_75ed753b-3a2d-47d2-a760-23099585a5e8.txt-0
1502,naris,UBERON:0000003;,naris;,character,"prefrontal to external naris",Anderson_2007.xml_00a22185-99f4-45ef-93c9-f8b46e3c1f48.txt-0
1503,naris,UBERON:0000003;,naris;,character,"maxilla into external naris",Anderson_2007.xml_78077362-d224-4f82-8e5d-47cda1ed8d68.txt-0
1504,naris,UBERON:0000003;,naris;,character,"external naris shape",Anderson_2007.xml_b4004f92-7840-474e-b309-43704dc03ed3.txt-0
1505,naris,UBERON:0000003;,naris;,character,"external naris in dorsal view",Anderson_2007.xml_b9590004-2795-4ba3-854d-e30e9cc8b869.txt-0
1506,nasal,,,description,"about as wide as the orbital margin or has a transversely aligned suture with the nasal",earlyevolutionofarchosaurs-1.xml_023a0f9c-4932-4ae8-a7e2-bb80c8dfca71_00919f3b-c704-4fc2-83e3-24bf8abc0d87.txt-0
1507,nasal,,,character,"nasal , dorsolateral margin of the anterior portion :",earlyevolutionofarchosaurs-1.xml_40618ff6-2978-4743-be39-7660e7f74ee2.txt-0
1508,nasal,,,description,"overlaps anterodorsal surface of nasal",earlyevolutionofarchosaurs-1.xml_583d42d3-953c-4066-9c8d-818cf561915e_21a0418e-2cc7-4fe9-acda-6f6f6acc3974.txt-0
1509,nasal,,,description,"fits between the nasal and the maxilla or lies on the anterodorsal surface of the maxilla",earlyevolutionofarchosaurs-1.xml_583d42d3-953c-4066-9c8d-818cf561915e_5d34a422-3d9c-4f24-8d92-7fa697562e6a.txt-0
1510,nasal,,,description,"fits into a slot in the nasal",earlyevolutionofarchosaurs-1.xml_583d42d3-953c-4066-9c8d-818cf561915e_a8c9bec6-2c3a-4b59-90ff-e9c1b892f62a.txt-0
1511,nasal,,,character,"nasal :",earlyevolutionofarchosaurs-1.xml_716504ad-eb50-4cfa-9434-c76de0ce364b.txt-0
1512,nasal,,,character,"nasal :",earlyevolutionofarchosaurs-1.xml_d2b94c5b-2f8c-4723-b165-7e4059d47ce8.txt-0
1513,nasal,,,character,"nasal_prefrontal , contact :",earlyevolutionofarchosaurs-1.xml_ef908252-56fc-4090-b25a-ed0c37dd61c5.txt-0
1514,nasal,,,character,"separate ossification anterior to the nasals surrounded by the premaxilla :",earlyevolutionofarchosaurs-1.xml_0fee53dd-2aef-428d-b8a3-ba33a90f779b.txt-0
1515,nasal,,,character,"nasals , posterior portion at the midline :",earlyevolutionofarchosaurs-1.xml_25cfb746-bc52-4512-a80f-5bf0db5d0c3f.txt-0
1516,nasal,,,description,"posterior to the anterior extent of the nasals",earlyevolutionofarchosaurs-1.xml_527bc6e7-e41f-4d33-8b7e-5971929597bc_4e1d0a06-de12-4eea-bb5e-8869c754451f.txt-0
1517,nasal,,,description,"anterior to the nasals",earlyevolutionofarchosaurs-1.xml_527bc6e7-e41f-4d33-8b7e-5971929597bc_7804b738-65f5-4c0a-8669-03ca04c4839c.txt-0
1518,nasal,,,character,nasals,Anderson_2007.xml_c2515760-3db2-4c2d-bba9-209bc5282cb4.txt-0
1519,nasal,,,character,"number of nasals",Swartz_2012.xml_cd49826c-394f-45dd-ad1a-c63b743b0b20.txt-0
1520,nasal-prefrontal,,,character,"nasal_prefrontal , contact :",earlyevolutionofarchosaurs-1.xml_ef908252-56fc-4090-b25a-ed0c37dd61c5.txt-0
1521,nerve,UBERON:0001021;,nerve;,description,"with clear crest lying anterior to both external foramina for hypoglossal nerve",earlyevolutionofarchosaurs-1.xml_050aafd7-93a8-4d55-b1f0-32876dff6155_a4a46d6b-99d7-4512-8521-73852d099772.txt-0
1522,nerve,UBERON:0001021;,nerve;,description,"with clear crest present anterior to the more posterior external foramina for hypoglossal nerve",earlyevolutionofarchosaurs-1.xml_050aafd7-93a8-4d55-b1f0-32876dff6155_c42d7b2e-8eca-4a2e-998e-c2e2759e8a59.txt-0
1523,nerve,UBERON:0001021;,nerve;,character,"exoccipital , relative positions of the exits of the hypoglossal nerve :",earlyevolutionofarchosaurs-1.xml_9f228ed3-d1b5-4566-a7dc-872b147f0b9a.txt-0
1524,nerve,UBERON:0001021;,nerve;,character,"exit of cranial nerve vii :",earlyevolutionofarchosaurs-1.xml_a6d13aca-1720-4360-8864-70d7cb9ff75f.txt-0
1525,nerve,UBERON:0001021;,nerve;,description,"small , only slightly larger than cranial nerve xii",earlyevolutionofarchosaurs-1.xml_a6d13aca-1720-4360-8864-70d7cb9ff75f_dea34131-370e-4bf6-b9d5-af0d852b2b32.txt-0
1526,nerve,UBERON:0001021;,nerve;,character,"foramen for trigeminal nerve and middle cerebral vein :",earlyevolutionofarchosaurs-1.xml_c0237c89-751d-4525-9111-22a423b1657e.txt-0
1527,nerve,UBERON:0001021;,nerve;,character,"spinal nerve foramina",Anderson_2007.xml_0f5981c3-c932-41b3-bcf7-0d8475d31993.txt-0
1528,nerf,,,character,"external foramen for abducen nerves :",earlyevolutionofarchosaurs-1.xml_c5346ba7-1a50-4221-9c1b-7e2496e4da98.txt-0
1529,nerf,,,character,"parabasisphenoid , external foramina for passage of abducens nerves :",earlyevolutionofarchosaurs-1.xml_da0c54ff-d5b2-4830-835f-f38e8f03ea01.txt-0
1530,nostril,UBERON:0005928;,"external naris;",character,"position of anterior external nostril",Swartz_2012.xml_e657c882-2075-4d30-9c17-2853f7928b6c.txt-0
1531,nostril,UBERON:0005928;,"external naris;",character,"external nostrils",Swartz_2012.xml_ccbfb714-42b3-48ac-9093-8a3a3d6dfbef.txt-0
1532,notch,,,description,notch,earlyevolutionofarchosaurs-1.xml_0675d039-32ea-4512-b6e4-4fe04bfd111e_a7753da3-6616-410e-bb91-3762e12acb47.txt-0
1533,notch,,,description,"offset from the pubic peduncle by a notch",earlyevolutionofarchosaurs-1.xml_542bbb63-c63d-47ec-80cf-1821d0c43083_3aa4855d-6143-424b-872e-83f276d26181.txt-0
1534,notch,,,description,"distinct notch between the two elements",earlyevolutionofarchosaurs-1.xml_76ddd54d-db16-478d-abc9-db2588932f16_d4fdce39-5b66-47a6-9742-75a5fa8f5434.txt-0
1535,notch,,,description,"notch present",earlyevolutionofarchosaurs-1.xml_e01cf61d-bad7-4913-bbc4-5db4a5d3d48c_d8aab905-4eba-4140-b800-68cbb4da8da2.txt-0
1536,notch,,,character,"otic notch",Anderson_2007.xml_47829521-379d-4890-800c-86a6da0cfa04.txt-0
1537,notch,,,character,"otic notch posterior margin",Anderson_2007.xml_8982c1a6-889a-46a5-a629-5b0ff211ef0e.txt-0
1538,notch,,,character,"spiracular notch",Swartz_2012.xml_b1c33ccb-53ad-4f2c-83a9-67c2926a695d.txt-0
1539,notch,,,description,"wide notch",Swartz_2012.xml_b1c33ccb-53ad-4f2c-83a9-67c2926a695d_b50bb415-1b46-456b-b55f-13549fa4a607.txt-0
1540,notochordal,,,description,"single notochordal",Anderson_2007.xml_58ee3837-cf92-4ac6-a9b9-e2c2f969cefc_6730024c-68c5-4b52-aa66-e40a4783f475.txt-0
1541,nubbin,,,description,"absent or reduced to a tiny nubbin",earlyevolutionofarchosaurs-1.xml_02474d1f-40e7-4bd0-a2eb-8ca12578c80b_4069c408-99cd-4a3d-ac3f-fd09fc9120e5.txt-0
1542,nubin,,,description,"reduced to a nubin or absent",earlyevolutionofarchosaurs-1.xml_4624bb09-352f-4754-a2c7-a62eff66dd2f_a1f6718c-73d1-4edd-befc-7d7000fb8cba.txt-0
1543,obtrator,,,character,"ischium , obtrator process :",earlyevolutionofarchosaurs-1.xml_542bbb63-c63d-47ec-80cf-1821d0c43083.txt-0
1544,obturator,,,character,"pubis , obturator foramen :",earlyevolutionofarchosaurs-1.xml_337c9444-1010-4604-993d-cced2ad10f5d.txt-0
1545,occiput,UBERON:0006054;UBERON:0003155;,"surface of occiput;arthropod occiput;",description,"extending more than half the width of the occiput",earlyevolutionofarchosaurs-1.xml_39e4d86c-c483-4010-be3c-a12db33b3efb_c30b1b60-67d8-463a-ac22-f30690a62fb0.txt-0
1546,occiput,UBERON:0006054;UBERON:0003155;,"surface of occiput;arthropod occiput;",description,"less than half the width of the occiput",earlyevolutionofarchosaurs-1.xml_39e4d86c-c483-4010-be3c-a12db33b3efb_e70ad04f-9be1-4115-aa01-817cfeaaa891.txt-0
1547,occiput,UBERON:0006054;UBERON:0003155;,"surface of occiput;arthropod occiput;",character,"supratemporal exposure on occiput",Anderson_2007.xml_b6b8a42b-f892-447e-af8e-420dcd542dbc.txt-0
1548,occiput,UBERON:0006054;UBERON:0003155;,"surface of occiput;arthropod occiput;",description,"posterior to occiput",Anderson_2007.xml_da34993a-fc72-412f-9308-f0c79b27960c_27724fd0-d95f-4de5-80f4-28777ec0fe4a.txt-0
1549,occiput,UBERON:0006054;UBERON:0003155;,"surface of occiput;arthropod occiput;",description,"anterior to occiput",Anderson_2007.xml_da34993a-fc72-412f-9308-f0c79b27960c_36e815ce-4003-4242-bbdd-d45997040d93.txt-0
1550,occiput,UBERON:0006054;UBERON:0003155;,"surface of occiput;arthropod occiput;",description,"even with occiput",Anderson_2007.xml_da34993a-fc72-412f-9308-f0c79b27960c_fa632272-c73b-497d-b66e-f75335787c20.txt-0
1551,odontoid,UBERON:0004096;,"odontoid process of cervical vertebra 2;",description,"single odontoid",Anderson_2007.xml_58ee3837-cf92-4ac6-a9b9-e2c2f969cefc_9a2e8067-eb96-4551-8f98-8f5c3c981c77.txt-0
1552,olecranon,UBERON:0006810;,olecranon;,character,"olecranon process",Anderson_2007.xml_541886ac-a3af-474b-be55-f00558460fcc.txt-0
1553,olecranon,UBERON:0006810;,olecranon;,character,"olecranon process on ulna",Swartz_2012.xml_2eed369d-914a-41e3-b885-aacc54fa3630.txt-0
1554,opening,,,character,"maxilla , anterolateral surface , large anteriorly opening foramen :",earlyevolutionofarchosaurs-1.xml_01c4e778-45c9-41ec-aa21-ce16c391ad75.txt-0
1555,opening,,,character,"post_temporal opening , mediolateral width :",earlyevolutionofarchosaurs-1.xml_63d78c40-677e-4c52-9a95-0f0897fe917f.txt-0
1556,opening,,,description,"small opening",Swartz_2012.xml_b1c33ccb-53ad-4f2c-83a9-67c2926a695d_c5b2555a-884d-4def-9f1a-d7b8e9eb6384.txt-0
1557,opening,,,character,"posterior carotid opening in parasphenoid",Swartz_2012.xml_c19cc06e-fa8f-467a-b193-06a1ea44d9d4.txt-0
1558,opisthotic,UBERON:0010910;,opisthotic;,character,"prootic_opisthotic contact :",earlyevolutionofarchosaurs-1.xml_27161789-578c-45e5-bb52-465b5a38e1ec.txt-0
1559,opisthotic,UBERON:0010910;,opisthotic;,character,"opisthotic , distal end of the ventral ramus :",earlyevolutionofarchosaurs-1.xml_2a9a6424-ab0c-4043-938d-5cf36cf9b516.txt-0
1560,opisthotic,UBERON:0010910;,opisthotic;,character,"opisthotic , paroccipital processes :",earlyevolutionofarchosaurs-1.xml_3a4d9404-5a34-4ab4-a703-ba53a730773c.txt-0
1561,opisthotic,UBERON:0010910;,opisthotic;,character,"opisthotic , ventral ramus :",earlyevolutionofarchosaurs-1.xml_5627ed6b-b20e-4849-97bf-cd6496d35fd8.txt-0
1562,opisthotic,UBERON:0010910;,opisthotic;,character,"opisthotic , extent of the lateral margin of the paroccipital :",earlyevolutionofarchosaurs-1.xml_a18d64f7-3b8d-466d-980d-a57a1b04e79a.txt-0
1563,opisthotic,UBERON:0010910;,opisthotic;,description,"border entirely ossified such that the ventral ramus of the opisthotic forms a perilymphatic loop incorporating a loop closure suture with itself",earlyevolutionofarchosaurs-1.xml_d74b6b24-cdca-4034-b5dd-6baacf578fa9_de4c8c62-8c1a-467b-9509-52e66552fa1e.txt-0
1564,opisthotic,UBERON:0010910;,opisthotic;,character,"opisthotic , paroccipital processes :",earlyevolutionofarchosaurs-1.xml_f52b34bb-dd2c-4e02-ab89-fff7a32cc47f.txt-0
1565,opisthotic,UBERON:0010910;,opisthotic;,description,"between opisthotic and exoccipital",Anderson_2007.xml_73a891db-16f1-423b-bdd9-f17a57ee6987_40d19582-abc2-4818-9b98-0fdc1fce6cda.txt-0
1566,opisthotic,UBERON:0010910;,opisthotic;,character,"opisthotic connection to skull roof",Anderson_2007.xml_8800723e-f253-4482-981d-3b0175fe46cd.txt-0
1567,opithotic,,,description,"has a sutural contact with the paroccipital process of the opithotic",earlyevolutionofarchosaurs-1.xml_dd0bbd2a-aa2e-40fb-a887-e5341637b739_563000bf-a60f-4ea3-a2ff-2df131f739e5.txt-0
1568,opithotic,,,description,"does not have sutural contact with the paroccipital process of the opithotic",earlyevolutionofarchosaurs-1.xml_dd0bbd2a-aa2e-40fb-a887-e5341637b739_a2fd20ba-0560-4404-a67e-51b1fca1f550.txt-0
1569,orbit,TAO:0001967,orbit,description,"significantly less than the height of the orbit , and usually fails to reach the ventral margin of the orbit",earlyevolutionofarchosaurs-1.xml_5784b50e-a274-4795-a970-3121db5dfdcf_3d14d6bc-98cd-4b2c-8e39-4db08cb23555.txt-0
1570,orbit,TAO:0001967,orbit,description,"as high as the orbit , and contacts the jugal at the level of the ventral margin of the orbit",earlyevolutionofarchosaurs-1.xml_5784b50e-a274-4795-a970-3121db5dfdcf_9bfef630-30fa-4634-9c64-2e16f5fc593c.txt-0
1571,orbit,TAO:0001967,orbit,character,"orbit , shape :",earlyevolutionofarchosaurs-1.xml_cf66b5e7-4c1a-4386-a836-cb581bc4a4c3.txt-0
1572,orbit,TAO:0001967,orbit,character,"jugal extends anterior to middle of orbit",Swartz_2012.xml_327fd068-4c67-4b45-a5aa-46fcb848277e.txt-0
1573,orbit,TAO:0001967,orbit,character,"maxilla extends behind level of posterior margin of orbit",Swartz_2012.xml_78009ad7-4717-47e2-84b4-37ed608418d3.txt-0
1574,orbit,TAO:0001967,orbit,description,"extends anterior to orbit",Swartz_2012.xml_8c05b9c6-3606-4072-8d9e-d05a8b5bfef9_b9161468-fa23-4c99-810f-1c546923a3b8.txt-0
1575,orbit,TAO:0001967,orbit,description,"does not extend anterior to orbit",Swartz_2012.xml_8c05b9c6-3606-4072-8d9e-d05a8b5bfef9_f94ef950-f761-43c8-8e8d-9416e90e95b6.txt-0
1576,orbitale,,,character,"tectum orbitale",Swartz_2012.xml_3a637498-6021-411b-89c4-40e570931867.txt-0
1577,orbit,TAO:0001967,orbit,character,"proportion of skull roof lying anterior to middle of orbits",Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.txt-0
1578,orbit,TAO:0001967,orbit,character,"postfrontals extend anterior of orbits",Swartz_2012.xml_6c86b87c-fe2d-4dcc-b917-1bc1f732d59b.txt-0
1579,orbit,TAO:0001967,orbit,description,"well posterior to orbits",Swartz_2012.xml_c7654b7f-9add-4e86-b368-d6887a76c673_68ada8a5-9c6b-465a-b602-b7c08d52f1c2.txt-0
1580,orbit,TAO:0001967,orbit,description,"level with posterior margin of orbits",Swartz_2012.xml_c7654b7f-9add-4e86-b368-d6887a76c673_f40cd8b5-bac3-4692-aa1e-a141af861d92.txt-0
1581,orbit,TAO:0001967,orbit,character,"position of orbits",Swartz_2012.xml_f6eafc6b-9d64-49d0-b292-0e50122fc313.txt-0
1582,ornament,,,character,"nature of dermal ornament",Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.txt-0
1583,ornament,,,character,"nature of ornament :",Swartz_2012.xml_63ea64df-e2d3-4f3f-b221-3cbfada6cbc1.txt-0
1584,ornament,,,character,"starbursts of radiating ornament on at least some bones",Swartz_2012.xml_63ea64df-e2d3-4f3f-b221-3cbfada6cbc1.txt-1
1585,ornamentation,,,character,"cleithral ornamentation",Swartz_2012.xml_1713386d-ecc7-4229-a82e-32c828885ac3.txt-0
1586,ossicle,UBERON:0010911;,ossicle;,character,"accessory ossicle",Anderson_2007.xml_9cc19a65-9770-4c62-a695-d6dd19ef164f.txt-0
1587,ossification,http://purl.obolibrary.org/obo/GO:0001503;,ossification;,character,"separate ossification anterior to the nasals surrounded by the premaxilla :",earlyevolutionofarchosaurs-1.xml_0fee53dd-2aef-428d-b8a3-ba33a90f779b.txt-0
1588,ossification,http://purl.obolibrary.org/obo/GO:0001503;,ossification;,character,"scapulocoracoid ossification",Anderson_2007.xml_b12f588e-a7e9-4c7f-afcb-4f2b03c37737.txt-0
1589,ossification,http://purl.obolibrary.org/obo/GO:0001503;,ossification;,character,"podial ossification",Anderson_2007.xml_cfc3602f-32b7-4648-bf63-4b61c812c97b.txt-0
1590,osteoderm,,,character,"dorsal osteoderm alignment dorsal to the dorsals :",earlyevolutionofarchosaurs-1.xml_24436a7c-c924-46e9-9f65-1ce34d56e935.txt-0
1591,osteoderm,,,description,"more than one osteoderm",earlyevolutionofarchosaurs-1.xml_3b9b70c9-8f55-449f-ae47-bef11a8d8501_81a1d927-dc53-403b-ae65-63fdfdd00d15.txt-0
1592,osteoderm,,,character,"anterior bar located on the anterior edge of an osteoderm :",earlyevolutionofarchosaurs-1.xml_9325dbc8-da16-4122-b394-925a7a73239a.txt-0
1593,osteoderm,,,character,"osteoderms , covering the appendages , at least in part :",earlyevolutionofarchosaurs-1.xml_2b724b07-73ec-424c-84a5-2c7c4bc4e34a.txt-0
1594,osteoderm,,,character,"osteoderms , presacral , paramedian :",earlyevolutionofarchosaurs-1.xml_3718d396-6d6f-4c3c-9baa-9947fbb8d18e.txt-0
