?matrix_label	?char_number	?char_label	?symbol	?state_label	?entity	?entity_label	?quality	?quality_label	?related_entity	?related_entity_label	?attributes
Mo_1991_siluroids_Tbl5-8.xml	16	Ventropostertor processes of the basioccipital	3	sutured to the complex centrum directly	<http://purl.org/phenoscape/uuid/e242fe19-9992-4992-a097-e6093d6fd481>	[anatomical projection and (part_of some basioccipital bone)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001190>	Weberian vertebra	structure
OConnor_etal.xml	180	Ilium, m. cuppedicus fossa as broad, mediolaterally oriented surface directly cranioventral to acetabulum	0	present	<http://purl.org/phenoscape/uuid/4b5a1231-6b94-41c7-9e87-560cbb343558>	[bone fossa and (adjacent to some M. ileo-femoralis)]	<http://purl.obolibrary.org/obo/PATO_0001632>	anterior to	<http://purl.obolibrary.org/obo/UBERON_0001269>	acetabular part of hip bone	position
dePinna_1993.xml	29	Premaxilla	0	primitively a broad structure much wider than the mesethmoid cornua that suspends it	<http://purl.obolibrary.org/obo/UBERON_0002244>	premaxilla	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001675>	mesethmoid cornu	position
Anderson_etal_ 2008.xml	194	proximal clavicle blades	0	widely separate	<http://purl.org/phenoscape/uuid/a734680e-d3b0-4c4c-a7b7-4aa2bff3f0d9>	[proximal region and (part_of some (clavicle blade and (in_left_side_of some multi-cellular organism)))]	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/a2a2a185-db39-41bd-8289-f62defdf74b5>	[proximal region and (part_of some (clavicle blade and (in_right_side_of some multi-cellular organism)))]	structure
Buckup_1998.xml	15	Parietal branch of supraorbital canal	0	a branch from the supraorbital canal extends from the postorbital area of frontal into the parietal bone	<http://purl.obolibrary.org/obo/UBERON_2001810>	supraorbital sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0004865>	actinopterygian parietal bone	structure
Buckup_1998.xml	15	Parietal branch of supraorbital canal	0	a branch from the supraorbital canal extends from the postorbital area of frontal into the parietal bone	<http://purl.obolibrary.org/obo/UBERON_2001810>	supraorbital sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	structure
Buckup_1998.xml	15	Parietal branch of supraorbital canal	1	absent or does not reach parietal bone	<http://purl.obolibrary.org/obo/UBERON_2001810>	supraorbital sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0004865>	actinopterygian parietal bone	structure
dePinna_1993.xml	154	Fourth epibranchial	0	wider than any of the other epibranchials in siluriforms	<http://purl.obolibrary.org/obo/UBERON_2001245>	epibranchial 4 bone	<http://purl.obolibrary.org/obo/PATO_0000600>	increased width	<http://purl.obolibrary.org/obo/UBERON_2001243>	epibranchial 1 bone	size
dePinna_1993.xml	154	Fourth epibranchial	0	wider than any of the other epibranchials in siluriforms	<http://purl.obolibrary.org/obo/UBERON_2001245>	epibranchial 4 bone	<http://purl.obolibrary.org/obo/PATO_0000600>	increased width	<http://purl.obolibrary.org/obo/UBERON_2001246>	epibranchial 2 bone	size
dePinna_1993.xml	154	Fourth epibranchial	0	wider than any of the other epibranchials in siluriforms	<http://purl.obolibrary.org/obo/UBERON_2001245>	epibranchial 4 bone	<http://purl.obolibrary.org/obo/PATO_0000600>	increased width	<http://purl.obolibrary.org/obo/UBERON_2001247>	epibranchial 3 bone	size
Albert_2001.xml	125	Pacemaker nucleus	0	pacemaker nucleus of medulla oblongata small, positioned on midline of neuraxis, adjacent to medial longitudinal fasciculus; its ventral margin not contacting ventral aspect of medulla	<http://purl.obolibrary.org/obo/UBERON_2002107>	medullary command nucleus	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0001896>	medulla oblongata	structure
Schaefer_1991.xml	49	Canal-bearing cheek plate	2	canal plate receives its canal from the fifth infraorbital bone	<http://purl.org/phenoscape/uuid/80696b06-6af5-4b5d-80a3-b7707f135e05>	[bony plate and (part_of some head)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000495>	infraorbital 5	structure
Albert_2001.xml	175	Proximal pectoral radials	0	proximal radials 3 and 4 separate	<http://purl.obolibrary.org/obo/UBERON_2002028>	pectoral fin proximal radial bone 3	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2002029>	pectoral fin proximal radial bone 4	structure
Soares-Porto_1998.xml	27	Modified anal-fin rays and proximal radials with a posterior orientation, having an alignment nearly parallel to vertebral axis (Ferraris, 1988)	0	the presence of ventrally oriented pterygiophores and modified anal-fin rays	<http://purl.obolibrary.org/obo/UBERON_4000176>	anal fin lepidotrichium	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001130>	vertebral column	position
Soares-Porto_1998.xml	27	Modified anal-fin rays and proximal radials with a posterior orientation, having an alignment nearly parallel to vertebral axis (Ferraris, 1988)	1	proximal radials, anal fin rays, and associated distal radials, are posteriorly-directed, extending almost parallel to the longitudinal axis of the body, an unique condition within the Doradomorpha	<http://purl.obolibrary.org/obo/UBERON_4000176>	anal fin lepidotrichium	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001130>	vertebral column	position
Ruta_and_Bolt_2006.xml	230	Femur 2	1	presence of condition: internal trochanter separated from the shaft of the femur by a trough-like space in anterior view	<http://purl.obolibrary.org/obo/UBERON_4200036>	internal trochanter	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0006862>	diaphysis of femur	structure
Nesbitt_2011.xml	261	Manual digit IV length:	0	less than or equal to 50% of total forelimb length	<http://purl.org/phenoscape/uuid/0e60b13f-ae25-45a9-a407-938d4e027503>	[digit 4 and (part_of some skeleton of manus)]	<http://purl.obolibrary.org/obo/PATO_0000574>	decreased length	<http://purl.obolibrary.org/obo/UBERON_0002102>	forelimb	size
Fabrezi_2006.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	0	unfused	<http://purl.obolibrary.org/obo/UBERON_0002445>	ulnare	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_0001433>	distal carpal bone 4	structure
Fabrezi_2006.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	0	unfused	<http://purl.obolibrary.org/obo/UBERON_0002445>	ulnare	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_0010739>	distal carpal bone 5	structure
Ford_1990.xml	105	Preaxial centrale, size in realtion to the postaxial centrale	1	preaxial one- half the size of the postaxial centrale	<http://purl.org/phenoscape/uuid/15a543bf-d507-4165-bd97-12054a36788d>	[central carpal bone and (OBO_REL_located_in some ad622898-0ca2-4af1-9cf9-28fd55dda30e)]	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/90b04ad1-639e-40b5-ba6a-7710319bbcbc>	[central carpal bone and (OBO_REL_located_in some f79cca0a-ac8d-4d1e-a95d-347357dd6c47)]	size
Armbruster_2004.xml	124	First neural spine, positioning	1	in front of first dorsal-fin pterygiophore	<http://purl.obolibrary.org/obo/UBERON_0001076>	neural spine	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001419>	dorsal fin pterygiophore	position
Armbruster_2004.xml	124	First neural spine, positioning	0	below first dorsal-fin pterygiophore	<http://purl.obolibrary.org/obo/UBERON_0001076>	neural spine	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001419>	dorsal fin pterygiophore	position
Sanger-McCune-2002.xml	13	Epural and neural arch of compound centrum	1	are separated	<http://purl.obolibrary.org/obo/UBERON_2000660>	epural	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0003106>	urostyle	structure
Lundberg_1992.xml	74	Opercle shape	1	moderately broad, dorsal and anterior edges meet at 90° angle	<http://purl.org/phenoscape/uuid/f8d008fa-0c3a-435b-ac4a-19e8ed79a0fd>	[dorsal margin and (part_of some opercle)]	<http://purl.obolibrary.org/obo/PATO_0001321>	right angle to	<http://purl.org/phenoscape/uuid/e8c9e31c-30a0-491d-9b2b-04ad61c6d19f>	[anterior margin and (part_of some opercle)]	position
Gao_and_Chen_2004.xml	46	length of scapula	1	less than half length of humerus	<http://purl.obolibrary.org/obo/UBERON_0006849>	scapula	<http://purl.obolibrary.org/obo/PATO_0000574>	decreased length	<http://purl.obolibrary.org/obo/UBERON_0000976>	humerus	size
Gao_and_Chen_2004.xml	46	length of scapula	0	at least half length of humerus	<http://purl.obolibrary.org/obo/UBERON_0006849>	scapula	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.obolibrary.org/obo/UBERON_0000976>	humerus	size
Tyler_Santini_2005.xml	56	Dorsal-fin spine, locking mechanism, base of one spine against another	3	present between the first, second, and third dorsal-fin spines	<http://purl.obolibrary.org/obo/UBERON_2001789>	dorsal fin spine 1	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001790>	dorsal fin spine 2	structure
Tyler_Santini_2005.xml	56	Dorsal-fin spine, locking mechanism, base of one spine against another	3	present between the first, second, and third dorsal-fin spines	<http://purl.obolibrary.org/obo/UBERON_2001789>	dorsal fin spine 1	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2002261>	dorsal fin spine	structure
Lundberg_1992.xml	14	Muscle crests on margin of frontal	3	adductor mandibulae crest anterior to level of epiphyseal bar, trough for levator arcus palatini muscle reaches anteriorly to lateral ethmoid	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000311>	adductor mandibulae complex	structure
Anderson_2007.xml	116	Trunk neural arch to centrum	1	sutured	<http://purl.org/phenoscape/uuid/517d9088-12ab-456c-9f76-7fe112753cd5>	[neural arch and (part_of some trunk vertebra)]	<http://purl.obolibrary.org/obo/PATO_0002469>	sutured to	<http://purl.obolibrary.org/obo/UBERON_0001075>	vertebral centrum	structure
Tyler_Santini_2005.xml	56	Dorsal-fin spine, locking mechanism, base of one spine against another	1	present between the first and second dorsal-fin spines	<http://purl.obolibrary.org/obo/UBERON_2001789>	dorsal fin spine 1	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001790>	dorsal fin spine 2	structure
Lundberg_1992.xml	14	Muscle crests on margin of frontal	0	adductor mandibulae crest at level of epiphyseal bar, not subtended by a trough for levator arcus palatini muscle	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000311>	adductor mandibulae complex	structure
Lundberg_1992.xml	14	Muscle crests on margin of frontal	2	adductor mandibulae crest anterior to level of epiphyseal bar, subtended by a trough for levator arcus palatini muscle	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000311>	adductor mandibulae complex	structure
Lundberg_1992.xml	14	Muscle crests on margin of frontal	1	adductor mandibulae crest anterior to level of epiphyseal bar, not subtended by a trough for levator arcus palatini muscle	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000311>	adductor mandibulae complex	structure
Arratia_1999.xml	185	Posterior myodome	0	not extending into basioccipital (e.g., in prootic)	<http://purl.obolibrary.org/obo/UBERON_2001926>	posterior myodome	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001692>	basioccipital bone	position
Grande_Poyato_1999.xml	6	Frontal bones in adult	1	paired but widely separated from each other along the dorsal	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/e10a5e59-e4fc-4198-a3d8-18b3850b67dd>	[contralateral side and (part_of some actinopterygian frontal bone)]	structure
Arratia_1999.xml	185	Posterior myodome	1	extending in basioccipital	<http://purl.obolibrary.org/obo/UBERON_2001926>	posterior myodome	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001692>	basioccipital bone	position
Sidlauskas_Vari_2008.xml	128	Presence or absence throughout ontogeny of dentition implanted on the maxilla	1	absent	<http://purl.obolibrary.org/obo/UBERON_0011593>	maxillary tooth	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0002397>	maxilla	structure
Sidlauskas_Vari_2008.xml	128	Presence or absence throughout ontogeny of dentition implanted on the maxilla	0	present	<http://purl.obolibrary.org/obo/UBERON_0011593>	maxillary tooth	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0002397>	maxilla	structure
Benson_2012.xml	194	Humerus, position of latissimus dorsi attachment	1	distal	<http://purl.org/phenoscape/uuid/64ffd705-661d-42c2-a618-b830d8ef1e0c>	[attachment site and (adjacent to some latissimus dorsi muscle)]	<http://purl.obolibrary.org/obo/PATO_0001234>	distal to	<http://purl.obolibrary.org/obo/UBERON_0006801>	proximal head of humerus	position
Fink_Fink_1981+1996.xml	111	Fusion of hemal spine of PU2, parhypural, and hypural 1 to centra	0	in characiphysans, the haemal spine of PU2 fuses with its centrum, and the parhypural and hypural 1 are fused to the compound centrum at some stage in development. In gymnotoids, the parhypural and hypural are not distinguishable, but all haemal spines and all hypural elements present are fused to the centra	<http://purl.obolibrary.org/obo/UBERON_2000438>	parhypural	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_0003106>	urostyle	structure
vari-1995.xml	19	Mesethmoid and vomer	0	abutting each other ventrally or with vomer overlapping ventral surface of mesethmoid	<http://purl.obolibrary.org/obo/UBERON_0002396>	vomer	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0011238>	mesethmoid bone	structure
Ruta_2011.xml	122	Tibia width at mid-length of bone	0	less than	<http://purl.obolibrary.org/obo/UBERON_0013280>	diaphysis of tibia	<http://purl.obolibrary.org/obo/PATO_0000599>	decreased width	<http://purl.obolibrary.org/obo/UBERON_0013279>	diaphysis of fibula	size
Poyato_Ariza_1996.xml	45	Two anterior parapophyses	1	autogenous	<http://purl.obolibrary.org/obo/UBERON_2001392>	parapophysis 1	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001983>	centrum 1	structure
Nuin_P_2005_1.xml	38	Position of the ilium in relation to the sacral diapophysis	0	ilium anterior extreme considerably overpasses the level of the sacral diapophysis, reaching half of the presacral vertebra VIII	<http://purl.obolibrary.org/obo/UBERON_0001273>	ilium	<http://purl.obolibrary.org/obo/PATO_0001590>	overlap with	<http://purl.org/phenoscape/uuid/2652ad7e-3e31-4ac2-9326-1be02eefe768>	[diapophysis of rib and (UBERON_attaches_to some sacrum)]	structure
Trueb_Ross_Smith_2005.xml	42	Sternal expansion of coracoid relative to its length	0	expansion less than half length of coracoid	<http://purl.obolibrary.org/obo/UBERON_3000815>	sternal head of coracoid	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/a68a2f62-a6b4-4644-8f4a-9b7de3c87e69>	[length and (part_of some coracoid bone)]	size
Trueb_Ross_Smith_2005.xml	42	Sternal expansion of coracoid relative to its length	1	nearly half length of coracoid	<http://purl.obolibrary.org/obo/UBERON_3000815>	sternal head of coracoid	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/1b5c6fb1-dd6a-49a5-8c9f-fc04b8baf2ea>	[length and (part_of some coracoid bone)]	size
Trueb_Ross_Smith_2005.xml	42	Sternal expansion of coracoid relative to its length	2	nearly equal to length of coracoid	<http://purl.obolibrary.org/obo/UBERON_3000815>	sternal head of coracoid	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/53095d6a-360e-481b-b03b-2dc724ae60c2>	[length and (part_of some coracoid bone)]	size
Albert_2001.xml	58	Lateral process of ventral ethmoid	1	lateral process of ventral ethmoid robust, posterior surface forming articulation with lateral ethmoid cartilage broad and rounded, covered by a cartilage cap	<http://purl.org/phenoscape/uuid/20f32ca1-3028-4333-b03a-4a8dea6f6a08>	[lateral region and (part_of some (ventral side and (part_of some ethmoid cartilage)))]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000226>	lateral ethmoid	structure
OConnor_etal.xml	199	Femoral anterior trochanter	1	fused to it, forming a trochanteric crest with a laterally curved edge	<http://purl.org/phenoscape/uuid/b6f193aa-c14a-4da7-95a4-2153953f1907>	[trochanter and (part_of some (anterior region and (part_of some femur)))]	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_0002503>	greater trochanter	structure
Ruta_2011.xml	122	Tibia width at mid-length of bone	2	or greater than width of fibula at mid-length of bone	<http://purl.obolibrary.org/obo/UBERON_0013280>	diaphysis of tibia	<http://purl.obolibrary.org/obo/PATO_0000600>	increased width	<http://purl.obolibrary.org/obo/UBERON_0013279>	diaphysis of fibula	size
dePinna_etal_2007.xml	18	Passage of trigeminal nerve through suspensorium	0	wide and situated within distinct gap between metapterygoid and skull	<http://purl.obolibrary.org/obo/UBERON_2001809>	trigeminal foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0010323>	cranial skeletal system	position
dePinna_etal_2007.xml	18	Passage of trigeminal nerve through suspensorium	0	wide and situated within distinct gap between metapterygoid and skull	<http://purl.obolibrary.org/obo/UBERON_2001809>	trigeminal foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2000240>	metapterygoid	position
dePinna_etal_2007.xml	18	Passage of trigeminal nerve through suspensorium	1	narrow and constricted by dorsal lamina of metapterygoid	<http://purl.obolibrary.org/obo/UBERON_2001809>	trigeminal foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2000240>	metapterygoid	position
Lundberg_1992.xml	60	Symplectic canal	1	in preopercle only	<http://purl.org/phenoscape/uuid/89250b6e-c219-4f0d-b407-fa026c41e90b>	[bone foramen and (part_of some preopercle horizontal limb)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2002010>	hyoideomandibular nerve	position
Goujet_Young_1995.xml	33	PVL's	1	no contact	<http://purl.org/phenoscape/uuid/5fcb38b1-92d7-4192-9261-ee279c91f4e4>	[posterior ventrolateral plate and (in_right_side_of some multi-cellular organism)]	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/6692927c-34ad-4ee2-93d6-474eab156e2f>	[posterior ventrolateral plate and (in_left_side_of some multi-cellular organism)]	structure
OConnor_etal.xml	241	Size of claw of hallux relative to other pedal claws	0	shorter, weaker, and smaller	<http://purl.obolibrary.org/obo/UBERON_0011278>	nail of pedal digit 1	<http://purl.obolibrary.org/obo/PATO_0000574>	decreased length	<http://purl.org/phenoscape/uuid/450d1c63-4ba4-47e2-80f9-478344c49587>	[f6e6fb-919c-4c6b-8efc-2486c72d1686 and (not (nail of pedal digit 1))]	size
OConnor_etal.xml	241	Size of claw of hallux relative to other pedal claws	2	longer, more robust, and larger	<http://purl.obolibrary.org/obo/UBERON_0011278>	nail of pedal digit 1	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.org/phenoscape/uuid/b11280ee-5b67-484c-befe-c2506e7cd88f>	[f6e6fb-919c-4c6b-8efc-2486c72d1686 and (not (nail of pedal digit 1))]	size
Sidlauskas_Vari_2008.xml	112	Form of connection of primary rays of caudal fin	1	first four to six principal rays of upper lobe of caudal fin and last four to six rays of lower lobe of caudal fin not separated but rather with margins in contact in adults; rays thickened and conjoined into rigid plate-like structure in adults	<http://purl.obolibrary.org/obo/UBERON_2001585>	caudal principal ray	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001585>	caudal principal ray	structure
Zanata_Vari_2005.xml	54	Presence or absence of interdigitations between contralateral premaxillae	1	premaxillae with medial interdigitations	<http://purl.obolibrary.org/obo/UBERON_0002244>	premaxilla	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.org/phenoscape/uuid/1cbe594f-d2e1-4f2a-b76f-15f106dac964>	[contralateral side and (part_of some premaxilla)]	structure
Zanata_Vari_2005.xml	54	Presence or absence of interdigitations between contralateral premaxillae	0	premaxillae without medial interdigitations	<http://purl.obolibrary.org/obo/UBERON_0002244>	premaxilla	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.org/phenoscape/uuid/2bf19100-984b-4e7a-9e41-0f0eb88ccd96>	[contralateral side and (part_of some premaxilla)]	structure
dePinna_etal_2007.xml	118	Membranous connection between posterior-most anal-fin ray and caudal peduncle	0	little or no membranous connection between posterior-most anal-fin ray and caudal peduncle	<http://purl.org/phenoscape/uuid/4ef6519c-ce44-4df0-8f30-2a54cdb8c6e8>	[posterior margin and (part_of some anal fin)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000178>	caudal peduncle	structure
dePinna_1996.xml	65	Posterior part of Weberian lamina	0	independent of the parapophysis of the fifth vertebra	<http://purl.org/phenoscape/uuid/3ef2049e-b05c-4596-b18e-730a0f96674c>	[anatomical projection and (part_of some Weberian apparatus)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001732>	vertebral element 5	position
Sawada_1982.xml	14	Connection between orbitosphenoid and pterosphenoid	0	present	<http://purl.obolibrary.org/obo/UBERON_0002478>	orbitosphenoid	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2000419>	pterosphenoid	structure
Vigliotta_2008.xml	7	Formation of posterolateral corner of neurocranium	0	posterolateral corner of neurocranium formed by exoccipital, epioccipital, pterotic and posttemporo-supracleithrum	<http://purl.org/phenoscape/uuid/ca3064b8-a28e-4720-b343-9ee1ddd65562>	[postero-lateral region and (part_of some neurocranium)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001412>	epiotic	structure
Baez_Moura_Gomez_2009.xml	54	Clavicle orientation	1	perpendicular to sagittal plane	<http://purl.org/phenoscape/uuid/8d7b9b14-1683-4f9a-b742-4f4b1b50049b>	[anatomical axis and (inheres_in some clavicle)]	<http://purl.obolibrary.org/obo/PATO_0002434>	perpendicular to	<http://purl.obolibrary.org/obo/BSPO_0000417>	sagittal plane	position
Gao_and_Chen_2004.xml	59	Fusion of proximal tarsals	1	fused at proximal and distal ends	<http://purl.org/phenoscape/uuid/c2096333-b470-43a8-bfbd-a973e6f23711>	[proximal region and (part_of some fibulare)]	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.org/phenoscape/uuid/4c3f715f-710c-4347-8c9f-ef8924ceb37f>	[proximal region and (part_of some distal tarsal bone)]	structure
Ruta_2011.xml	83	Ulna	2	wider at its proximal extremity	<http://purl.obolibrary.org/obo/UBERON_0004408>	distal epiphysis of ulna	<http://purl.obolibrary.org/obo/PATO_0000599>	decreased width	<http://purl.obolibrary.org/obo/UBERON_0006822>	proximal epiphysis of ulna	size
Ruta_2011.xml	83	Ulna	0	wider at its distal extremity	<http://purl.obolibrary.org/obo/UBERON_0004408>	distal epiphysis of ulna	<http://purl.obolibrary.org/obo/PATO_0000600>	increased width	<http://purl.obolibrary.org/obo/UBERON_0006822>	proximal epiphysis of ulna	size
Lucena-Menezes-1998.xml	28	Scapular foramen	0	obliterated by cleithrum	<http://purl.obolibrary.org/obo/UBERON_2001735>	scapular foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004741>	cleithrum	position
Lucena-Menezes-1998.xml	28	Scapular foramen	1	totally exposed	<http://purl.obolibrary.org/obo/UBERON_2001735>	scapular foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004741>	cleithrum	position
Arratia_1999.xml	176	First two hypurals supported by a single centrum	0	absent	<http://purl.obolibrary.org/obo/UBERON_2001561>	hypural 2	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001075>	vertebral centrum	position
Arratia_1999.xml	176	First two hypurals supported by a single centrum	1	present	<http://purl.obolibrary.org/obo/UBERON_2001561>	hypural 2	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001075>	vertebral centrum	position
Toledo-Piza_2007.xml	19	Sphenotic spine	0	extending anteriorly to transverse plane through joint between pterosphenoid and sphenotic	<http://purl.obolibrary.org/obo/UBERON_2001615>	sphenotic spine	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/f2ecdbd5-bdef-4156-b116-2708b4631e77>	[skeletal joint and (overlaps some pterosphenoid) and (overlaps some sphenotic)]	position
Toledo-Piza_2007.xml	19	Sphenotic spine	1	extending anteriorly to transverse plane through joint between pterosphenoid and orbitosphenoid	<http://purl.obolibrary.org/obo/UBERON_2001615>	sphenotic spine	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001831>	pterosphenoid-orbitosphenoid joint	position
Coburn_Cavender_1992.xml	80	Mental foramen	1	forward of midpoint of the gnathic ramus of dentary	<http://purl.obolibrary.org/obo/UBERON_2002012>	dentary foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/ba4a951e-aced-4111-9c46-3678b4e04964>	[anatomical projection and (part_of some dentary)]	position
Coburn_Cavender_1992.xml	80	Mental foramen	0	positioned just anterior to coronoid process	<http://purl.obolibrary.org/obo/UBERON_2002012>	dentary foramen	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0011598>	coronoid bone	position
Sidlauskas_Vari_2008.xml	13	Posterior extent of sixth infraorbital and fusion with suprapreopercle	1	sixth infraorbital posteriorly expanded and fused with sixth infraorbital	<http://purl.obolibrary.org/obo/UBERON_2001674>	infraorbital 6	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_2000104>	suprapreopercle	structure
Anderson_2001.xml	136	atlas neural arch	0	paired	<http://purl.org/phenoscape/uuid/62949ba2-ecb3-46cf-a2c9-ee81447c9f32>	[neural arch and (in_left_side_of some vertebral bone 1)]	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.org/phenoscape/uuid/0f87604c-8a89-4b90-bbdc-6212f5a531ed>	[neural arch and (in_right_side_of some vertebral bone 1)]	structure
