File	Character Number	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label						File	Character Number	Character Label												File	Character Number	Character Label															pectoral girdle (more than one element)				scapula			coracoid					clavicle				interclavicle				cliethrum				sternum				humerus				ulna				radius			carpals					metacarpals				phalanges		pelvic girdle (more than one element)			ilium			pubis		ischium		femur		tibia		fibula		tarsal					metatarsals				phalanges				digits		
Gauthier_etal_1988.xml	150	Precoracoid and postcoracoid in glenoid	0	present	UBERON_0006657 and (BFO_0000050 some UBERON_4100013)	glenoid fossa and (part of some postcoracoid)	PATO_0000467	present																																																																																																																						
Gauthier_etal_1988.xml	150	Precoracoid and postcoracoid in glenoid	1	postcoracoid only	UBERON_0006657 and (BFO_0000050 some UBERON_4100013)	glenoid fossa and (part of some postcoracoid)	PATO_0000467	present																																																																																																																						
Gauthier_etal_1988.xml	150	Precoracoid and postcoracoid in glenoid	0	present	UBERON_0006657 and (BFO_0000050 some UBERON_0011246)	glenoid fossa and (part of some procoracoid bone)	PATO_0000467	present																																																																																																																						
Gauthier_etal_1988.xml	150	Precoracoid and postcoracoid in glenoid	1	postcoracoid only	UBERON_0006657 and (BFO_0000050 some UBERON_0011246)	glenoid fossa and (part of some procoracoid bone)	PATO_0000462	absent																																																																																																																						
Janvier_2007.xml	10	nonsegmental gonads	0	absent	UBERON_0000991	gonad	PATO_0002312	segmented																																																																																																																						
Janvier_2007.xml	10	nonsegmental gonads	1	present	UBERON_0000991	gonad	PATO_0000141 and (PHENOSCAPE_complement_of some PATO_0002312)	structure and (PHENOSCAPE_complement_of some segmented)																																																																																																																						
Benson_2012.xml	226	"Femur, greater trochanter"	0	absent	UBERON_0002503	greater trochanter	PATO_0000462	absent																																																																																																																						
Benson_2012.xml	226	"Femur, greater trochanter"	1	present	UBERON_0002503	greater trochanter	PATO_0000467	present																																																																																																																						
Gauthier_etal_1988.xml	192	Greater trochanter	0	Confluent with femoral head	UBERON_0002503	greater trochanter	PATO_0001961	in contact with																																																																																																																						
Gauthier_etal_1988.xml	192	Greater trochanter	1	separated from articular surface by incisure	UBERON_0002503	greater trochanter	PATO_0001505	separated from																																																																																																																						
Cloutier_Arratia_2004.xml	160	"Dorsal fin, base of (LUND 2000, char. 60; POPLIN & LUND 2000, char. 38)"	2	guard scales	UBERON_4200093 and (BFO_0000050 some UBERON_0003097)	guard scale and (part of some dorsal fin)	PATO_0000467	present																																																																																																																						
Davis_et_al_2012.xml	35	Gular plates	0	Absent	UBERON_2002089	gular plate	PATO_0000462	absent																																																																																																																						
Davis_et_al_2012.xml	35	Gular plates	1	Present	UBERON_2002089	gular plate	PATO_0000467	present																																																																																																																						
Gauthier_etal_1988.xml	186	Femoral head	0	terminal	UBERON_0006767	head of femur	d7032207-5099-4af1-a49d-63425bdcbfd8	d7032207-5099-4af1-a49d-63425bdcbfd8																																																																																																																						
Gauthier_etal_1988.xml	186	Femoral head	1	inflected medially	UBERON_0006767	head of femur	PATO_0002155	medially rotated																																																																																																																						
Gauthier_etal_1988.xml	188	Femoral head	0	elongate 	UBERON_0006767	head of femur	PATO_0001154	elongated																																																																																																																						
Gauthier_etal_1988.xml	188	Femoral head	1	subspherical 	UBERON_0006767	head of femur	PATO_0002397	subcircular																																																																																																																						
Gauthier_etal_1988.xml	188	Femoral head	2	oblong and spherical 	UBERON_0006767	head of femur	PATO_0001499	spherical																																																																																																																						
Gauthier_etal_1988.xml	188	Femoral head	2	oblong and spherical 	UBERON_0006767	head of femur	PATO_0000946	oblong																																																																																																																						
Gauthier_etal_1988.xml	188	Femoral head	3	protuberant and with constricted neck	UBERON_0006767	head of femur	PATO_0001598	protruding																																																																																																																						
Ruta_2011.xml	115	Femur 	0	without 	UBERON_0006767	head of femur	PATO_0000587	decreased size																																																																																																																						
Ruta_2011.xml	115	Femur 	1	or with distinctly expanded proximal head.	UBERON_0006767	head of femur	PATO_0000586	increased size																																																																																																																						
Nesbitt_2011.xml	306	"Femur, femoral head in medial and lateral views:"	0	rounded	UBERON_0006767	head of femur	PATO_0000411	circular																																																																																																																						
Nesbitt_2011.xml	306	"Femur, femoral head in medial and lateral views:"	1	hook-shaped	UBERON_0006767	head of femur	PATO_0002215	falciform																																																																																																																						
Nesbitt_2011.xml	305	"Femur, femoral head orientation (angle with respect to the transverse axis through the femoral condyles Parrish, 1986): "	0	anterior (60 - 90 degrees)	UBERON_0006767	head of femur	PATO_0001601	anteriorly rotated																																																																																																																						
Nesbitt_2011.xml	305	"Femur, femoral head orientation (angle with respect to the transverse axis through the femoral condyles Parrish, 1986): "	1	anteromedial (20 - 60 degrees)	UBERON_0006767	head of femur	PATO_0002399	anteromedially rotated																																																																																																																						
Nesbitt_2011.xml	305	"Femur, femoral head orientation (angle with respect to the transverse axis through the femoral condyles Parrish, 1986): "	2	medial (0 - 20 degrees)	UBERON_0006767	head of femur	PATO_0002155	medially rotated																																																																																																																						
Benson_2012.xml	225	"Femur, orientation of head"	0	terminal and anteroposteriorly elongate	UBERON_0006767	head of femur	d7032207-5099-4af1-a49d-63425bdcbfd8	d7032207-5099-4af1-a49d-63425bdcbfd8																																																																																																																						
Benson_2012.xml	225	"Femur, orientation of head"	0	terminal and anteroposteriorly elongate	UBERON_0006767	head of femur	PATO_0001601	anteriorly rotated																																																																																																																						
Benson_2012.xml	225	"Femur, orientation of head"	0	terminal and anteroposteriorly elongate	UBERON_0006767	head of femur	PATO_0001600	posteriorly rotated																																																																																																																						
Benson_2012.xml	225	"Femur, orientation of head"	0	terminal and anteroposteriorly elongate	UBERON_0006767	head of femur	PATO_0001154	elongated																																																																																																																						
Benson_2012.xml	225	"Femur, orientation of head"	1	inflected medially and subsherical	UBERON_0006767	head of femur	PATO_0001499	spherical																																																																																																																						
Benson_2012.xml	225	"Femur, orientation of head"	1	inflected medially and subsherical	UBERON_0006767	head of femur	PATO_0002155	medially rotated																																																																																																																						
OLeary_et_al_2013.xml	3104	"Radius, Head, shape in proximal view"	0	oval	UBERON_0001012	head of radius	PATO_0001891	ovate																																																																																																																						
OLeary_et_al_2013.xml	3104	"Radius, Head, shape in proximal view"	1	circular	UBERON_0001012	head of radius	PATO_0000411	circular																																																																																																																						
OLeary_et_al_2013.xml	3104	"Radius, Head, shape in proximal view"	2	rectangular	UBERON_0001012	head of radius	PATO_0001867	rectangular																																																																																																																						
Nesbitt_2011.xml	391	"Metatarsal IV, distal articulation surface: "	1	deeper than broad	PATO_0000119 and (BFO_0000052 some (BSPO_0000078 and (BFO_0000050 some (UBERON_4100003 and (BFO_0000050 some UBERON_0003653)))))	height and (inheres in some (distal region and (part of some (articular surface and (part of some metatarsal bone of digit 4)))))	PATO_0000586	increased size																																																																																																																						
Sereno_2009.xml	67	"Scapular acromion, height relative to neck of scapular blade"	0	100-150%	PATO_0000119 and (BFO_0000052 some UBERON_0002497)	height and (inheres in some acromion)	1585a400-3465-4b98-8539-1d5c21ed6cfb	1585a400-3465-4b98-8539-1d5c21ed6cfb																																																																																																																						
Sereno_2009.xml	67	"Scapular acromion, height relative to neck of scapular blade"	0	100-150%	PATO_0000119 and (BFO_0000052 some UBERON_0002497)	height and (inheres in some acromion)	PATO_0000586	increased size																																																																																																																						
Sereno_2009.xml	67	"Scapular acromion, height relative to neck of scapular blade"	1	200-300%	PATO_0000119 and (BFO_0000052 some UBERON_0002497)	height and (inheres in some acromion)	PATO_0000586	increased size																																																																																																																						
Benson_2012.xml	212	"Manus, ungual phalanges, height:width ratio"	0	"low, ratio <1.1 and blood vessel grooves may be visible on the dorsolateral surfaces of the phalanx"	PATO_0000119 and (BFO_0000052 some UBERON_0003865)	height and (inheres in some distal phalanx of manus)	PATO_0000587	decreased size																																																																																																																						
Benson_2012.xml	212	"Manus, ungual phalanges, height:width ratio"	1	"high, ratio >1.5, strongly recurved and blood vessel grooves are located on the lateral surfaces of the phalanx"	PATO_0000119 and (BFO_0000052 some UBERON_0003865)	height and (inheres in some distal phalanx of manus)	PATO_0000586	increased size																																																																																																																						
Anderson_2001.xml	127	haemal arch shape	0	non-parallel_(triangular)	UBERON_0006065	hemal arch	PATO_0001875	triangular																																																																																																																						
Anderson_2001.xml	127	haemal arch shape	1	parallel_(rectangular)	UBERON_0006065	hemal arch	PATO_0001867	rectangular																																																																																																																						
Anderson_2001.xml	123	haemal arches	0	present	UBERON_0006065	hemal arch	PATO_0000467	present																																																																																																																						
Anderson_2001.xml	123	haemal arches	1	absent	UBERON_0006065	hemal arch	PATO_0000462	absent																																																																																																																						
Anderson_2001.xml	124	haemal arches	0	loosely_articulated_(intercentral)	UBERON_0006065	hemal arch	PATO_0002278	articulated with																																																																																																																						
Anderson_2001.xml	124	haemal arches	1	fused_to_mid-length_of_centrum	UBERON_0006065	hemal arch	PATO_0000642	fused with																																																																																																																						
Anderson_2001.xml	125	haemal arches	0	longer than or equal to neurals	UBERON_0006065	hemal arch	PATO_0000573	increased length																																																																																																																						
Anderson_2001.xml	125	haemal arches	0	longer than or equal to neurals	UBERON_0006065	hemal arch	a205bd8a-ffb3-49c6-b003-801e05b299a5	a205bd8a-ffb3-49c6-b003-801e05b299a5																																																																																																																						
Anderson_2001.xml	125	haemal arches	1	shorter than neurals	UBERON_0006065	hemal arch	PATO_0000574	decreased length																																																																																																																						
Anderson_2007.xml	127	Hemal arch shape	0	triangluar	UBERON_0006065	hemal arch	PATO_0001875	triangular																																																																																																																						
Anderson_2007.xml	127	Hemal arch shape	1	rectangular	UBERON_0006065	hemal arch	PATO_0001867	rectangular																																																																																																																						
Anderson_2007.xml	124	Hemal arches	0	intercentral	UBERON_0006065	hemal arch	PATO_0000642	fused with																																																																																																																						
Anderson_2007.xml	124	Hemal arches	1	fused to midlength of centrum	UBERON_0006065	hemal arch	PATO_0000642	fused with																																																																																																																						
Anderson_2007.xml	123	Hemal arches 	0	present	UBERON_0006065	hemal arch	PATO_0000467	present																																																																																																																						
Anderson_2007.xml	123	Hemal arches 	1	absent	UBERON_0006065	hemal arch	PATO_0000462	absent																																																																																																																						
Anderson_2007.xml	125	Hemal arches to neural spine length	0	longer 	UBERON_0006065	hemal arch	PATO_0000573	increased length																																																																																																																						
Anderson_2007.xml	125	Hemal arches to neural spine length	1	shorter	UBERON_0006065	hemal arch	PATO_0000574	decreased length																																																																																																																						
Maisey_1981.xml	79	"(F10.) Perichondrally mineralized neural and haemal elements, and radials of median fins"	0	absent	UBERON_2001364	hemal spine	PATO_0000025	composition																																																																																																																						
Maisey_1981.xml	79	"(F10.) Perichondrally mineralized neural and haemal elements, and radials of median fins"	1	present	UBERON_2001364	hemal spine	PATO_0000025	composition																																																																																																																						
Maisey_1981.xml	100	(F31.) Heterocercal tail	0	absent	UBERON_4200054	heterocercal tail	PATO_0000462	absent																																																																																																																						
Maisey_1981.xml	100	(F31.) Heterocercal tail	1	present	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Coates_Sequiera_2001.xml	19	"Caudal axis upturned steeply, supporting high aspect ratio (lunate) heterocercal tail; elongate hypochordal radials unsegmented or segmented only proximally"	1	present	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Daeschler_etal_2006.xml	59	Caudal fin	0	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Swartz_2012.xml	193	Caudal fin	0	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Gardiner_etal_2005.xml	32	Caudal fin	0	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Gardiner_etal_2005.xml	32	Caudal fin	1	"heterocercal, upper caudal rays elongated"	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Gardiner_etal_2005.xml	32	Caudal fin	3	modified heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Lund_Grogan_2004_euchondrocephala.xml	94	caudal fin	0	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Lund_Grogan_2004_euchondrocephala.xml	94	caudal fin	1	extended heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Shirai_1996.xml	86	Caudal fin	1	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Zhu_etal_2009.xml	135	Caudal fin	0	heterocercal 	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Cloutier_Arratia_2004.xml	172	"Caudal fin, shape of (LUND & MELTON 1982; LUND 2000, char. 63, 64 in part; SCHULTZE & CUMBAA 2001, char. 100)"	0	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Johanson_2004.xml	21	Tail shape	0	heterocercal	UBERON_4200054	heterocercal tail	PATO_0000467	present																																																																																																																						
Gao_and_Chen_2004.xml	59	Hind limb proportions	0	normal length	UBERON_0002103	hindlimb	PATO_0000574	decreased length																																																																																																																						
Gao_and_Chen_2004.xml	59	Hind limb proportions	1	proportionally long with great elongation for proximal tarsals	UBERON_0002103	hindlimb	PATO_0000573	increased length																																																																																																																						
Gao_Wang_2001.xml	59	Hind limb proportions 	0	normal length 	UBERON_0002103	hindlimb	PATO_0000117	size																																																																																																																						
Gao_Wang_2001.xml	59	Hind limb proportions 	1	proportionally long with great elongation of proximal tarsals	UBERON_0002103	hindlimb	PATO_0000586	increased size																																																																																																																						
Laurin_Reisz_and_Sumida 1997.xml	148	Astragalus	0	"absent, discrete tibiale, intermedium, and proximal centrale are present"	UBERON_0011678	hindlimb intermedium	PATO_0000467	present																																																																																																																						
Carroll_2007.xml	106	Proximal row of tarsals includes	0	"short, rectangular or rounded fibulare, intermedium, and tibiale"	UBERON_0011678	hindlimb intermedium	PATO_0001867	rectangular																																																																																																																						
Carroll_2007.xml	106	Proximal row of tarsals includes	0	"short, rectangular or rounded fibulare, intermedium, and tibiale"	UBERON_0011678	hindlimb intermedium	PATO_0000411	circular																																																																																																																						
Lund_Grogan_2004_euchondrocephala.xml	95	caudal endoskeleton	3	homocercal	UBERON_4200055	homocercal tail	PATO_0000467	present																																																																																																																						
Lund_Grogan_2004_euchondrocephala.xml	94	caudal fin	2	homocercal	UBERON_4200055	homocercal tail	PATO_0000467	present																																																																																																																						
Johanson_2004.xml	28	Position of radius and ulna articulations	0	on distal surface of humerus	UBERON_0011111	humeroradial joint	PATO_0002261	located in																																																																																																																						
Johanson_2004.xml	28	Position of radius and ulna articulations	1	also present on dorsal surface of humerus	UBERON_0011111	humeroradial joint	PATO_0002261	located in																																																																																																																						
Ruta_2011.xml	57	Dorsoventrally flattened humerus	0	absent	UBERON_0000976	humerus	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0002053)	shape and (PHENOSCAPE_complement_of some dorso-ventrally flattened)																																																																																																																						
Ruta_2011.xml	57	Dorsoventrally flattened humerus	1	present	UBERON_0000976	humerus	PATO_0002053	dorso-ventrally flattened																																																																																																																						
Chang_2004.xml	115	Endoskeletal supports in pectoral fin	1	"single element (""humerus"") articulating with girdle"	UBERON_0000976	humerus	PATO_0002278	articulated with																																																																																																																						
Zhu_etal_2009.xml	130	Endoskeletal supports in pectoral fin	1	"single element (""humerus"") articulating with girdle"	UBERON_0000976	humerus	PATO_0002278	articulated with																																																																																																																						
Zhu_etal_1999(CloutierAhlberg).xml	120	Endoskeletal supports in pectoral fins	1	"single element (""humerus"") articulating with girdle"	UBERON_0000976	humerus	PATO_0002278	articulated with																																																																																																																						
Ruta_2003.xml	249	HUM 12 - Humerus slender and elongate	0	with length less than three times the diameter of its distal end	UBERON_0000976	humerus	PATO_0000122 and (PATO_decreased_in_magnitude_relative_to some (PATO_0000921 and (BFO_0000052 some UBERON_0004404)))	length and (PATO_decreased_in_magnitude_relative_to some (width and (inheres in some distal epiphysis of humerus)))																																																																																																																						
Ruta_2003.xml	249	HUM 12 - Humerus slender and elongate	1	with length more than three times the diameter of its distal end	UBERON_0000976	humerus	PATO_0000122 and (PATO_increased_in_magnitude_relative_to some (PATO_0000921 and (BFO_0000052 some UBERON_0004404)))	length and (PATO_increased_in_magnitude_relative_to some (width and (inheres in some distal epiphysis of humerus)))																																																																																																																						
Ruta_2003.xml	255	HUM 18 - Humerus length	0	greater than the length of two and a half mid-trunk vertebrae	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Ruta_2003.xml	255	HUM 18 - Humerus length	1	smaller than the length of two and a half mid-trunk vertebrae	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Vallin_Laurin_2004.xml	158	Humeral length	0	equivalent to at least four dorsal centra	UBERON_0000976	humerus	a205bd8a-ffb3-49c6-b003-801e05b299a5	a205bd8a-ffb3-49c6-b003-801e05b299a5																																																																																																																						
Vallin_Laurin_2004.xml	158	Humeral length	1	shorter than four dorsal centra 	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Laurin_1998.xml	130	Humerus	0	present	UBERON_0000976	humerus	PATO_0000467	present																																																																																																																						
Laurin_1998.xml	130	Humerus	1	absent	UBERON_0000976	humerus	PATO_0000462	absent																																																																																																																						
Laurin_Reisz_and_Sumida 1997.xml	132	Humerus	0	present	UBERON_0000976	humerus	PATO_0000467	present																																																																																																																						
Laurin_Reisz_and_Sumida 1997.xml	132	Humerus	1	absent	UBERON_0000976	humerus	PATO_0000462	absent																																																																																																																						
Vallin_Laurin_2004.xml	129	Humerus	0	present	UBERON_0000976	humerus	PATO_0000467	present																																																																																																																						
Vallin_Laurin_2004.xml	129	Humerus	1	absent	UBERON_0000976	humerus	PATO_0000462	absent																																																																																																																						
Ruta_and_Bolt_2006.xml	215	Humerus 12	0	"slender and elongate, its length being less than three time the maximum width of its distal end"	UBERON_0000976	humerus	PATO_0000122 and (PATO_decreased_in_magnitude_relative_to some (PATO_0000122 and (BFO_0000052 some UBERON_0004404)))	length and (PATO_decreased_in_magnitude_relative_to some (length and (inheres in some distal epiphysis of humerus)))																																																																																																																						
Ruta_and_Bolt_2006.xml	215	Humerus 12	1	"slender and elongate, its length being more than three time the maximum width of its distal end"	UBERON_0000976	humerus	PATO_0000122 and (PATO_increased_in_magnitude_relative_to some (PATO_0000122 and (BFO_0000052 some UBERON_0004404)))	length and (PATO_increased_in_magnitude_relative_to some (length and (inheres in some distal epiphysis of humerus)))																																																																																																																						
Ruta_and_Coates_2007.xml	260	"Humerus 12 Humerus slender and elongate, its length being more than three times the maximum width of its distal end"	0	absent	UBERON_0000976	humerus	PATO_0000600	increased width																																																																																																																						
Ruta_and_Coates_2007.xml	260	"Humerus 12 Humerus slender and elongate, its length being more than three times the maximum width of its distal end"	0	absent	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Ruta_and_Coates_2007.xml	260	"Humerus 12 Humerus slender and elongate, its length being more than three times the maximum width of its distal end"	1	present	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Ruta_and_Coates_2007.xml	260	"Humerus 12 Humerus slender and elongate, its length being more than three times the maximum width of its distal end"	1	present	UBERON_0000976	humerus	PATO_0000599	decreased width																																																																																																																						
Ruta_and_Coates_2007.xml	266	Humerus 18	0	Humerus length greater than combined length of two and a half mid-trunk vertebrae	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Ruta_and_Coates_2007.xml	266	Humerus 18	1	or smaller than combined length of two and a half mid-trunk vertebrae	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Anderson_2001.xml	164	humerus length	0	long (>4 trunk centra)	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Anderson_2001.xml	164	humerus length	1	short	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Anderson_2007.xml	164	Humerus length	0	long (greater than 4 trunk centra)	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Anderson_2007.xml	164	Humerus length	1	short	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Anderson_etal_ 2008.xml	203	humerus length	0	long_(>4_trunk_centra)	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Anderson_etal_ 2008.xml	203	humerus length	1	short	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Ruta_2011.xml	49	Humerus length	0	up to and no more than twice its width 	UBERON_0000976	humerus	PATO_0000122 and (PATO_decreased_in_magnitude_relative_to some (PATO_0000921 and (BFO_0000052 some UBERON_0000976)))	length and (PATO_decreased_in_magnitude_relative_to some (width and (inheres in some humerus)))																																																																																																																						
Ruta_2011.xml	49	Humerus length	1	or more than twice its width 	UBERON_0000976	humerus	PATO_0000122 and (PATO_increased_in_magnitude_relative_to some (PATO_0000921 and (BFO_0000052 some UBERON_0000976)))	length and (PATO_increased_in_magnitude_relative_to some (width and (inheres in some humerus)))																																																																																																																						
Ruta_2011.xml	55	Humerus length	0	greater 	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Ruta_2011.xml	55	Humerus length	1	or smaller than combined length of two and a half mid-trunk vertebrae	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Nesbitt_2011.xml	231	"Humerus, length:"	0	longer than or subequal to 0.6 of the length of the femur	UBERON_0000976	humerus	PATO_0000573	increased length																																																																																																																						
Nesbitt_2011.xml	231	"Humerus, length:"	1	shorter than 0.6 of the length of the femur 	UBERON_0000976	humerus	PATO_0000574	decreased length																																																																																																																						
Anderson_2001.xml	165	humerus:radius	0	>=0.7	UBERON_0000976	humerus	PATO_0000117	size																																																																																																																						
Anderson_2001.xml	165	humerus:radius	1	0.5-0.7	UBERON_0000976	humerus	PATO_0000117	size																																																																																																																						
Anderson_2001.xml	165	humerus:radius	2	<0.5	UBERON_0000976	humerus	PATO_0000117	size																																																																																																																						
Anderson_2007.xml	165	Humerus/radius ratio	0	greater than or equal to 0.7	UBERON_0000976	humerus	PATO_0000117	size																																																																																																																						
Anderson_2007.xml	165	Humerus/radius ratio	1	0.5-0.7	UBERON_0000976	humerus	PATO_0000117	size																																																																																																																						
Anderson_2007.xml	165	Humerus/radius ratio	2	less than 0.5	UBERON_0000976	humerus	PATO_0000117	size																																																																																																																						
Carroll_2007.xml	69	Shaft	0	"humerus flattened, L-shaped bone with no evidence of shaft"	UBERON_0000976	humerus	PATO_0002254	flattened																																																																																																																						
Carroll_2007.xml	69	Shaft	0	"humerus flattened, L-shaped bone with no evidence of shaft"	UBERON_0000976	humerus	PATO_0002225	L-shaped																																																																																																																						
Carroll_2007.xml	69	Shaft	-	does not apply (no humerus)	UBERON_0000976	humerus	PATO_0000462	absent																																																																																																																						
Anderson_2001.xml	161	torsion in humerus	0	absent	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0000462	absent																																																																																																																						
Anderson_2001.xml	161	torsion in humerus	1	less than 80 degrees	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0002328	decreased angle to																																																																																																																						
Anderson_2001.xml	161	torsion in humerus	2	more than 80 degrees	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0002327	increased angle to																																																																																																																						
Anderson_2007.xml	161	Torsion in humerus	0	absent	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0000462	absent																																																																																																																						
Anderson_2007.xml	161	Torsion in humerus	1	less than 80 degrees	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0002328	decreased angle to																																																																																																																						
Anderson_2007.xml	161	Torsion in humerus	2	more than 80 degrees	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0002327	increased angle to																																																																																																																						
Anderson_etal_ 2008.xml	200	torsion in humerus	0	absent	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0000462	absent																																																																																																																						
Anderson_etal_ 2008.xml	200	torsion in humerus	1	less than 80 degrees	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0002328	decreased angle to																																																																																																																						
Anderson_etal_ 2008.xml	200	torsion in humerus	2	more than 80 degrees	UBERON_0000976 and (BFO_0000053 some PATO_0002445)	humerus and (bearer of some torsioned)	PATO_0002327	increased angle to																																																																																																																						
Daeschler_etal_2006.xml	56	Body of humerus	0	cylindrical	UBERON_0004652	humerus diaphysis	PATO_0001873	cylindrical																																																																																																																						
Daeschler_etal_2006.xml	56	Body of humerus	1	flattened rectangular	UBERON_0004652	humerus diaphysis	PATO_0002254	flattened																																																																																																																						
Daeschler_etal_2006.xml	56	Body of humerus	1	flattened rectangular	UBERON_0004652	humerus diaphysis	PATO_0001867	rectangular																																																																																																																						
Swartz_2012.xml	162	Body of humerus	0	cylindrical	UBERON_0004652	humerus diaphysis	PATO_0001873	cylindrical																																																																																																																						
Swartz_2012.xml	162	Body of humerus	1	flattened rectangular	UBERON_0004652	humerus diaphysis	PATO_0001867	rectangular																																																																																																																						
Swartz_2012.xml	162	Body of humerus	1	flattened rectangular	UBERON_0004652	humerus diaphysis	PATO_0002254	flattened																																																																																																																						
Henrici_2009.xml	35	Humeral shaft	0	straight	UBERON_0004652	humerus diaphysis	PATO_0002180	straight																																																																																																																						
Henrici_2009.xml	35	Humeral shaft	1	ventrally bowed	UBERON_0004652	humerus diaphysis	PATO_0000406	curved																																																																																																																						
Henrici_Haynes_2006.xml	30	Humeral shaft	0	ventrally bowed	UBERON_0004652	humerus diaphysis	PATO_0000406	curved																																																																																																																						
Henrici_Haynes_2006.xml	30	Humeral shaft	1	straight	UBERON_0004652	humerus diaphysis	PATO_0002180	straight																																																																																																																						
Ruta_and_Bolt_2006.xml	213	Humerus 10	0	not waisted	UBERON_0004652	humerus diaphysis	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0002431)	shape and (PHENOSCAPE_complement_of some waisted)																																																																																																																						
Ruta_and_Bolt_2006.xml	213	Humerus 10	1	waisted	UBERON_0004652	humerus diaphysis	PATO_0002431	waisted																																																																																																																						
Ruta_and_Coates_2007.xml	258	Humerus 10	0	Humerus without waisted shaft	UBERON_0004652	humerus diaphysis	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0002431)	shape and (PHENOSCAPE_complement_of some waisted)																																																																																																																						
Ruta_and_Coates_2007.xml	258	Humerus 10	1	or with waisted shaft	UBERON_0004652	humerus diaphysis	PATO_0002431	waisted																																																																																																																						
Ruta_2011.xml	47	Humerus waisted shaft	0	without 	UBERON_0004652	humerus diaphysis	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0002431)	shape and (PHENOSCAPE_complement_of some waisted)																																																																																																																						
Ruta_2011.xml	47	Humerus waisted shaft	1	or with	UBERON_0004652	humerus diaphysis	PATO_0002431	waisted																																																																																																																						
Carroll_2007.xml	69	Shaft	0	"humerus flattened, L-shaped bone with no evidence of shaft"	UBERON_0004652	humerus diaphysis	PATO_0000462	absent																																																																																																																						
Carroll_2007.xml	69	Shaft	1	proximal and distal areas of expansion separated by a marked constriction presaging a distinct shaft	UBERON_0004652	humerus diaphysis	PATO_0000467	present																																																																																																																						
Carroll_2007.xml	69	Shaft	2	substantial shaft	UBERON_0004652	humerus diaphysis	PATO_0000586	increased size																																																																																																																						
Ruta_2003.xml	253	HUM 16 - Portion of humeral shaft length proximal to entepicondyle	0	smaller than humeral head width	UBERON_0004652 and (BSPO_0000100 some UBERON_0006806)	humerus diaphysis and (proximal_to some entepicondyle of humerus)	PATO_0000574	decreased length																																																																																																																						
Ruta_2003.xml	253	HUM 16 - Portion of humeral shaft length proximal to entepicondyle	1	greater than humeral head width	UBERON_0004652 and (BSPO_0000100 some UBERON_0006806)	humerus diaphysis and (proximal_to some entepicondyle of humerus)	PATO_0000573	increased length																																																																																																																						
